,id,longid,guid,name,entrytype,entrytype_text,description_short,rock_parent,rock_parent2,rock_root,rock_bgs_code,meteoritical_code
268,49816,1:1:49816:8,b5563dd0-653c-4d7b-96ae-890ead6d8f95,EH6-melt breccia chondrite meteorite,7,rock,An EH6 chondrite that is a breccia with melted material forming the matrix.,49815,0,0,,EH6-melt breccia
269,49817,1:1:49817:7,57d4a97c-fbe7-4e1b-b97d-7d82e7fda534,Impact melted EH chondrite meteorite,7,rock,An EH chondrite that has been impact melted.,49810,0,0,,EH-imp melt
270,49818,1:1:49818:6,4db0c598-5757-4489-9e3c-a93c4fc72bbe,EH-melt rock chondrite meteorite,7,rock,An EH chondrite that has experienced secondary melting.,49810,0,0,,EH-melt rock
271,49819,1:1:49819:5,36c673b0-40a1-453c-b35b-979bd6ac798b,EH7 chondrite meteorite,7,rock,An EH chondrite that is of petrologic type 7. Note that perologic type 7 is not used consistently or widely accepted in the literature.,49810,49846,0,,EH7
272,49821,1:1:49821:0,fdbde2de-d28a-41a9-bb40-29e1eb3729b4,EL-melt rock chondrite meteorite,7,rock,An EL chondrite that has experienced secondary melting.,49820,0,0,,EL-melt rock
273,49822,1:1:49822:9,a8fb40a7-c6df-4f57-9565-f4d9e7c65412,EL3 chondrite meteorite,7,rock,An EL chondrite that is petrologic type 3.,49820,49842,1,,EL3
274,49823,1:1:49823:8,9491800e-8b63-4306-9ff3-c1dc7f4a38c4,EL4 chondrite meteorite,7,rock,An EL chondrite that is of petrologic type 4.,49820,49843,1,,EL4
275,49824,1:1:49824:7,5e6d25d6-2ced-4f9a-9f37-b729e8fe0353,EL5 chondrite meteorite,7,rock,An EL chondrite that is of petrologic type 5.,49820,49844,1,,EL5
276,49825,1:1:49825:6,363931e2-5c20-445a-8b9f-c3841f9c0c06,EL5-melt breccia chondrite meteorite,7,rock,An EL5 chondrite that is a breccia with melted material forming the matrix.,49824,0,0,,EL5-melt breccia
277,49826,1:1:49826:5,4bc5babc-c7b3-4493-8636-fd6353cc12e9,EL6 chondrite meteorite,7,rock,An EL chondrite that is of petrologic type 6.,49820,49845,1,,EL6
278,49827,1:1:49827:4,d2d28760-fb22-4975-bf5b-961acd1465b8,EL6/7 chondrite meteorite,7,rock,An EL chondrite that is transitional between petrologic types 6 and 7. Note that perologic type 7 is not used consistently or widely accepted in the literature.,49826,49828,0,,EL6/7
279,49828,1:1:49828:3,bd810682-31ba-460a-9591-fdb9ad110c63,EL7 chondrite meteorite,7,rock,An EL chondrite that is of petrologic type 7. Note that perologic type 7 is not used consistently or widely accepted in the literature.,49820,49846,0,,EL7
280,49829,1:1:49829:2,54f0a81c-60d3-4a22-9069-ea992a60597a,K chondrite meteorite,7,rock,"A chondrite characterised by large amounts of dusty matrix and oxygen isotope compositions similar to carbonaceous chondrites, highly reduced mineral compositions and high metal abundances (6% to 10% by volume) that are most like enstatite chondrites, ...",49515,0,1,,K
281,49831,1:1:49831:7,9ce88674-912c-4688-ac58-23655b2ee316,K3 chondrite meteorite,7,rock,A K chondrite that is petrologic type 3.,49829,49842,1,,K3
282,49832,1:1:49832:6,80070857-c71c-4cad-88d9-3b9f07e12c83,K4 chondrite meteorite,7,rock,A K chondrite that is petrologic type 4.,49829,49843,1,,K4
283,49833,1:1:49833:5,1c902a1b-cb30-4b1d-b0b6-0537a4bba626,R chondrite meteorite,7,rock,"A chondrite, different from ordinary chondrite in having a more dusty matrix (about 50% of the rock), more oxidized, containing little metallic Fe-Ni and with a higher #17#O ratio. Most of the metal is in the form of sulfides. They appear to come from ...",49515,0,1,,R
284,49835,1:1:49835:3,293ffde0-c1c8-419b-8b2c-7fd2969fb410,R3 chondrite meteorite,7,rock,An R chondrite that is petrologic type 3.,49833,49842,1,,R3
285,49836,1:1:49836:2,a5086af1-8303-4517-a1d0-43da75cd7532,R4 chondrite meteorite,7,rock,An R chondrite that is petrologic type 4.,49833,49843,1,,R4
286,49837,1:1:49837:1,aedf0e32-94ff-4052-86a5-f668918183a3,R5 chondrite meteorite,7,rock,An R chondrite that is petrologic type 5.,49833,49844,1,,R5
287,49838,1:1:49838:0,1b07935a-fe4a-4727-83c9-2e032e012bdc,R6 chondrite meteorite,7,rock,An R chondrite that is petrologic type 6.,49833,49845,1,,R6
288,49847,1:1:49847:8,655bcaa0-1cb7-4c6c-a3d2-ee459ff2e974,Primitive achondrite meteorite,7,rock,"A meteorite that has lost its chondritic texture due to heating and partial melting, but still has nearly chondritic composition.",49514,0,1,,Achondrite-prim
289,49848,1:1:49848:7,d1b752a7-b1d7-4f74-80c3-fe0851448cca,Acapulcoite meteorite,7,rock,"Acapulcoites, named after the Acapulco, Mexico, fall of 1913, and lodranites, named after the Lodran, Pakistan, fall of 1868, are closely related, equigranular meteorites; acapulcoites are finer grained than lodranites and contain rare, relict chondrul...",49847,0,1,,Acapulcoite
290,49849,1:1:49849:6,f6346c2c-1459-4488-bb29-f7637f579ad2,Acapulcoite-lodranite meteorite,7,rock,A transitional type between acapulcoite and lodranite.,49848,11263,0,,Acapulcoite/lodranite
291,49850,1:1:49850:2,6d7e81e7-a557-47b8-b528-23f2e87f5f10,Brachinite meteorite,7,rock,"Primitive achondrite meteorites almost entirely made from olivine; the parent body might be the Nenetta Asteroid (289 Nenetta).

Named after Brachina, a meteorite found in Australia in 1974.",49847,50270,1,,Brachinite
292,49851,1:1:49851:1,6a28a7e2-cf35-41e3-88a0-d7c0778da703,IAB complex iron meteorite,7,rock,Composed of meteoritic iron and silicate inclusions.,49847,49962,1,,"Iron, IAB complex"
293,49852,1:1:49852:0,9b7eb712-5927-426d-9d7a-79cc4174196e,IAB-MG iron meteorite,7,rock,An IAB complex iron meteorite belonging to the main group (MG).,49851,0,1,,"Iron, IAB-MG"
294,49853,1:1:49853:9,8a0d1e5e-4076-4b46-9ccf-ad726a45fc83,IAB-sLL iron meteorite,7,rock,"An iron meteorite belonging to the low-Au, low-Ni subgroup (sLL) of the IAB complex.",49851,0,1,,"Iron, IAB-sLL"
295,49854,1:1:49854:8,0f8dbd86-4f55-42b3-8924-9b7097259ee8,IAB-sLM iron meteorite,7,rock,"An iron meteorite belonging to the low-Au, medium-Ni subgroup (sLM) of the IAB complex.",49851,0,1,,"Iron, IAB-sLM"
296,49856,1:1:49856:6,755b66cc-e021-4283-b826-74cfa437e176,Anomalous IAB-sLM iron meteorite,7,rock,An IAB-sLM iron meteorite that has anomalous properties.,49854,0,0,,"Iron, IAB-sLM-an"
297,49857,1:1:49857:5,670238da-2411-40fe-bedd-2862f0fdcaf6,IAB-sLH iron meteorite,7,rock,"An iron meteorite belonging to the low-Au, high-Ni subgroup (sLH) of the IAB complex.",49851,0,1,,"Iron, IAB-sLH"
298,49859,1:1:49859:3,84eff70a-e3b1-43c7-822f-c8bdd504a259,IAB-sHL iron meteorite,7,rock,"An iron meteorite belonging to the high-Au, low-Ni subgroup (sHL) of the IAB complex.",49851,0,1,,"Iron, IAB-sHL"
299,49860,1:1:49860:9,43a06f7e-8c9e-4f7e-92ff-92bd11e00646,Anomalous IAB-sHL iron meteorite,7,rock,An IAB-sHL iron meteorite that has anomalous properties.,49859,0,0,,"Iron, IAB-sHL-an"
300,49861,1:1:49861:8,9590118b-a3a6-4d50-9996-91c4430f3ddb,IAB-sHH iron meteorite,7,rock,"An iron meteorite belonging to the high-Au, high-Ni subgroup (sHH) of the IAB complex.",49851,0,1,,"Iron, IAB-sHH"
301,49862,1:1:49862:7,e1ddf11a-2d0b-466d-98d6-d7ba980c8ca0,Ungrouped IAB iron meteorite,7,rock,An iron meteorite belonging to the IAB complex that does not fit into the known subgroups.,49851,0,0,,"Iron, IAB-ung"
302,49863,1:1:49863:6,373edc9f-6e69-42f0-8778-91005e37cef1,Anomalous IAB iron meteorite,7,rock,An IAB complex iron meteorite that has anomalous properties.,49851,0,0,,"Iron, IAB-an"
303,49865,1:1:49865:4,94cfa9b3-cfbd-4cfa-821d-0127e95b617f,Lodranite-an meteorite,7,rock,An lodranite that has anomalous properties.,11263,0,0,,Lodranite-an
304,49866,1:1:49866:3,0d4ae1a8-b703-49f4-bf4c-45aabe185cb4,Ureilite meteorite,7,rock,"Ureilites, named after the Novo-Urei, Russia, fall of 1886, are ultramafic achondrites that contain interstitial carbon as graphite or diamond.  The majority consist of olivine + uninverted pigeonite.  In a few, the pyroxene is augite and/or orthopyrox...",49847,0,1,,Ureilite
305,49867,1:1:49867:2,1006c6b4-b228-4101-bccc-4c881ada20ad,Anomalous ureilite meteorite,7,rock,An achondrite belonging to the ureilite group with anomalous properties.,49866,0,0,,Ureilite-an
306,49868,1:1:49868:1,d3def1d9-2d4a-44d6-a73b-336a4a76a1e8,Polymict ureilite meteorite,7,rock,,49866,0,0,,Ureilite-pmict
307,49869,1:1:49869:0,16ec1ec5-5f1e-4b12-af52-d0f22d924dee,Winonaite meteorite,7,rock,"Winonaites, named after the Winona, Arizona, find of 1928, are equigranular rocks, some of which may contain relict chondrules, that have mineralogy and composition that are similar to chondrites.The mineral assemblage is more reduced than that of H ch...",49847,0,1,,Winonaite
308,49872,1:1:49872:4,6d312631-87d1-4c15-a4eb-0a50ad985bd7,Angrite meteorite,7,rock,"Angrites, named after the Angra dos Reis, Brazil, fall of 1869, are a relatively rare type of basaltic achondrite with low alkali contents, high Ca/Al ratios, and a distinctive mineral assemblage, generally including Al-Ca-Ti-rich pyroxene, Ca-rich pla...",50270,0,1,,Angrite
309,49873,1:1:49873:3,222eecfb-3b33-44fe-b185-5e0dde0aa465,Aubrite meteorite,7,rock,"Aubrites, named after the Aubres, France, fall of 1836, are enstatite achondrites. Most are breccias (Shallowater being a notable exception) containing igneous and impact-melted clasts.  Like enstatite chondrites, aubrites have highly reduced mineralog...",50270,0,1,,Aubrite
310,49876,1:1:49876:0,099d9c57-b065-4a60-b36b-bfb68da17a0a,Ungrouped enstatite-rich achondrite meteorite,7,rock,An enstatite-rich achondrite that is ungrouped.,50269,0,1,,Enst achon-ung
311,49878,1:1:49878:8,cb59f2f6-5e40-4466-8caf-e7e63ade0a3f,Howardite meteorite,7,rock,Howardites are an abundant group of polymict-breccia achondrites that appear to represent mixtures of eucrites and diogenites (these three linked groups are collectively known as HED meteorites and may come from asteroid 4 Vesta). The main minerals in ...,49877,0,1,,Howardite
312,49879,1:1:49879:7,433c4f3d-bc8b-4425-8575-04d7b049770b,Anomalous howardite meteorite,7,rock,An howardite that has anomalous properties.,49878,0,0,,Howardite-an
313,49880,1:1:49880:3,ebf11e97-ae68-4cda-88b2-5ddafb80c623,Eucrite meteorite,7,rock,"Eucrites are the most abundant type of basaltic achondrite, linked by geochemical traits such as oxygen isotopic ratios and certain elemental ratios, of which Fe/Mn is the most widely cited. The main minerals in eucrites are Fe-rich pyroxene and Na-poo...",49877,0,1,,Eucrite
314,49881,1:1:49881:2,833c506a-cd2c-4a00-8072-24ea90c11fcb,Anomalous eucrite meteorite,7,rock,An anomalous Eucrite.,49880,0,0,,Eucrite-an
315,49882,1:1:49882:1,e839c1a5-e642-4576-bc32-78183478f8b5,Eucrite breccia meteorite,7,rock,An achondrite from the eucrite group; the meteorite is brecciated.,49880,0,0,,Eucrite-br
316,49883,1:1:49883:0,ca4d467c-487f-49c2-bfe4-d65ea710ebc5,Eucrite cumulate meteorite,7,rock,An achondrite from the eucrite group; the meteorite is a cumulate eucrite.,49880,0,0,,Eucrite-cm
317,49884,1:1:49884:9,bcb17e2e-d658-464c-a573-e0e3ab482595,Eucrite melt breccia meteorite,7,rock,An eucrite that is a breccia with melted material forming the matrix and for which the petrologic type has not been determined.,49880,0,0,,Eucrite-melt breccia
318,49885,1:1:49885:8,5e2793d3-52f9-453e-be4a-e04ed5d417cc,Mg-rich eucrite meteorite,7,rock,An achondrite from the eucrite group; the meteorite is magneisum-rich.,49880,0,0,,Eucrite-Mg rich
319,49886,1:1:49886:7,ded51dfb-adc1-4691-9452-97148335dedf,Eucrite monomict breccia meteorite,7,rock,An achondrite from the eucrite group; the meteorite is a monomict breccia.,49882,0,0,,Eucrite-mmict
320,49887,1:1:49887:6,a0bf87a0-3abf-41ae-a8f6-ec2ff80ea64d,Eucrite polymict breccia meteorite,7,rock,An achondrite from the eucrite group; the meteorite is a polymict breccia.,49882,0,0,,Eucrite-pmict
321,49888,1:1:49888:5,a4daa482-11aa-43cf-b3b4-23b0fcbd032e,Unbrecciated eucrite meteorite,7,rock,An achondrite from the eucrite group; the meteorite is unbrecciated.,49880,0,1,,Eucrite-unbr
322,49889,1:1:49889:4,67fcf4fb-a0a7-4cd5-b1fb-e30559327954,Diogenite meteorite,7,rock,"Diogenites are an abundant type of achondrite, linked by geochemical traits such as oxygen isotopic ratios and certain elemental ratios, of which Fe/Mn is the most widely cited. The dominant mineral in diogenites is orthopyroxene. The diogenites are st...",49877,0,1,,Diogenite
323,49890,1:1:49890:0,68b66aa1-d51b-4971-96fc-94ce11bc35a8,Polymict breccia diogenite meteorite,7,rock,A diogenite which is a polymict breccia.,49889,0,0,,Diogenite-pm
324,49891,1:1:49891:9,ef586af1-7c67-4a45-b084-fd810178f1ef,Anomalous diogenite meteorite,7,rock,A diogenite which has anomalous properties.,49889,0,0,,Diogenite-an
325,49896,1:1:49896:4,9615b07a-3fa7-42a6-9b02-9afcd952b926,Dunitic diogenite meteorite,7,rock,A diogenite composed of ≥90 vol% olivine,49889,0,0,,Diogenite-olivine
326,49898,1:1:49898:2,b0de4b52-a7de-4513-abfd-b2d01cbae916,Pallasite meteorite,7,rock,"A stony-iron meteorite composed essentially of large single glassy crystals of olivine (forsterite) embedded in a network of nickel-iron, with accessory troilite, chromite, phosphide, various phosphate minerals, and sometimes pyroxene. Pallasites are b...",50269,49963,1,,Pallasite
327,49899,1:1:49899:1,40f41c7d-0ab9-4a01-89d8-e8f004aed9a8,PMG pallasite meteorite,7,rock,"A pallasite belonging to the main chemical group. Metal compositions in all PMG are closely related to those in evolved IIIAB irons, and are generally consistent with their formation in the IIIAB parent asteroid. The O-isotope composition of their oliv...",49898,0,1,,"Pallasite, PMG"
328,49901,1:1:49901:5,478223e5-b3b2-4885-8c61-93eec6afc4e3,Anomalous PMG pallasite meteorite,7,rock,A PMG pallasite with anomalous properties (deviant metal composition or appreciably higher olivine Fa content).,49899,0,0,,"Pallasite, PMG-an"
329,49902,1:1:49902:4,14486dfe-4a57-402f-a2f1-e48fc020446e,PES pallasite meteorite,7,rock,"A grouplet named for a pallasite that was found near Eagle Station, Kentucky, in 1880. They all contain highly fragmented olivines, intermixed with small, irregular olivine splinters, in a nickel-iron matrix. Although their mineral assemblage is simila...",49898,0,1,,"Pallasite, PES"
330,49905,1:1:49905:1,e9e2883f-7809-45b5-b5b1-5c47d0be3b53,Mesosiderite meteorite,7,rock,A brecciated meteorite containing subequal silicate (mostly igneous rock fragments) and metallic components.,50269,49960,1,,Mesosiderite
331,49906,1:1:49906:0,2cdcd01a-b928-4aed-a11f-f7a3054145ec,Mesosiderite-A meteorite,7,rock,A mesosiderite of petrologic class A.,49905,0,1,,Mesosiderite-A
332,49907,1:1:49907:9,ce72a259-7ef5-4ebe-96e3-9bef5c1adee4,Mesosiderite-A1 meteorite,7,rock,A mesosiderite of petrologic class A and metamorphic grade 1.,49906,0,1,,Mesosiderite-A1
333,49908,1:1:49908:8,5c1e8d0c-c232-43e3-9b53-f7025c193245,Mesosiderite-A2 meteorite,7,rock,A mesosiderite of petrologic class A and metamorphic grade 2.,49906,0,1,,Mesosiderite-A2
334,49909,1:1:49909:7,b5931cfb-5ac1-426e-a114-c92215530dae,Mesosiderite-A3 meteorite,7,rock,A mesosiderite of petrologic class A and metamorphic grade 3.,49906,0,1,,Mesosiderite-A3
335,49910,1:1:49910:3,6b221571-0930-48db-a2b1-eef2d8698562,Mesosiderite-A4 meteorite,7,rock,A mesosiderite of petrologic class A and metamorphic grade 4.,49906,0,1,,Mesosiderite-A4
336,49911,1:1:49911:2,d024057d-96d5-463e-84c6-f6a9d7076154,Anomalous mesosiderite meteorite,7,rock,A mesosiderite with anomalous properties.,49906,0,0,,Mesosiderite-an
337,49912,1:1:49912:1,a1d5370d-f10f-440b-a382-b5f8d3547ef6,Mesosiderite-B meteorite,7,rock,A mesosiderite of petrologic class B.,49905,0,1,,Mesosiderite-B
338,49913,1:1:49913:0,63882ec4-13c2-4ce6-8928-eec412727cc2,Mesosiderite-B1 meteorite,7,rock,A mesosiderite of petrologic class B and metamorphic grade 1.,49912,0,1,,Mesosiderite-B1
339,49914,1:1:49914:9,3882da26-1afe-433b-8a85-136664511bce,Mesosiderite-B2 meteorite,7,rock,A mesosiderite of petrologic class B and metamorphic grade 2.,49912,0,1,,Mesosiderite-B2
340,49915,1:1:49915:8,5b791908-d051-498f-8d4b-66200e3a3ada,Mesosiderite-B3 meteorite,7,rock,A mesosiderite of petrologic class B and metamorphic grade 3.,49912,0,1,,Mesosiderite-B3
341,49916,1:1:49916:7,96bb9375-746c-48aa-8ebc-0a2630fddad8,Mesosiderite-B4 meteorite,7,rock,A mesosiderite of petrologic class B and metamorphic grade 4.,49912,0,1,,Mesosiderite-B4
342,49917,1:1:49917:6,6f50b8d4-b4f0-4965-8c9a-0c9703499d21,Mesosiderite-C meteorite,7,rock,A mesosiderite of petrologic class C.,49905,0,1,,Mesosiderite-C
343,49918,1:1:49918:5,5f6c1961-5756-4ced-8c57-83e8af52e973,Mesosiderite-C2 meteorite,7,rock,A mesosiderite of petrologic class C and metamorphic grade 2.,49917,0,1,,Mesosiderite-C2
344,49920,1:1:49920:0,a78bf539-3d90-4712-9c3d-8f9024a8c017,IC iron meteorite,7,rock,An iron group meteorite of chemical group IC.,49919,49961,1,,"Iron, IC"
345,49921,1:1:49921:9,540c9c36-9fd6-4f73-95df-f72ed6075c50,Anomalous IC iron meteorite,7,rock,An IC iron meteorite with anomalous properties.,49920,0,0,,"Iron, IC-an"
346,49922,1:1:49922:8,1f20f4c4-2264-4016-9c85-a85c953ff439,IIAB iron meteorite,7,rock,An iron group meteorite of chemical group IIAB.,49919,49961,1,,"Iron, IIAB"
347,49923,1:1:49923:7,629ebd15-3754-47b8-8f09-4134607b0951,Anomalous IIAB iron meteorite,7,rock,An IIAB iron meteorite with anomalous properties.,49922,0,0,,"Iron, IIAB-an"
348,49924,1:1:49924:6,3fb9d5e2-b364-4299-aa1c-624733779014,IIC iron meteorite,7,rock,An iron group meteorite of chemical group IIC.,49919,49961,1,,"Iron, IIC"
349,49925,1:1:49925:5,7534d660-3f26-40b8-9b3f-ccb8e3de2d85,IID iron meteorite,7,rock,An iron group meteorite of chemical group IID.,49919,49961,1,,"Iron, IID"
350,49926,1:1:49926:4,7cadd355-7a3e-4cd3-ac07-ba6202fbd701,Anomalous IID iron meteorite,7,rock,An IID iron meteorite with anomalous properties.,49925,0,0,,"Iron, IID-an"
351,49927,1:1:49927:3,f77b36e2-da95-4f28-a8e4-52846e25b019,IIE iron meteorite,7,rock,An iron group meteorite of chemical group IIE.,49919,49962,1,,"Iron, IIE"
352,49928,1:1:49928:2,46878fe3-9ef3-4cd1-bc81-e30b6bc58500,Anomalous IIE iron meteorite,7,rock,An IIE iron meteorite with anomalous properties.,49927,0,0,,"Iron, IIE-an"
353,49929,1:1:49929:1,36970600-fadf-445f-8451-df43628f5843,IIF iron meteorite,7,rock,An iron group meteorite of chemical group IIF.,49919,49961,1,,"Iron, IIF"
354,49930,1:1:49930:7,dfe3f97c-13fa-4604-af14-3a2298f39cc5,IIIAB iron meteorite,7,rock,An iron group meteorite of chemical group IIIAB.,49919,49961,1,,"Iron, IIIAB"
355,49931,1:1:49931:6,c2267948-1277-4801-ac1d-7e6c29d50010,Anomalous IIIAB iron meteorite,7,rock,An IIIAB iron meteorite with anomalous properties.,49930,0,0,,"Iron, IIIAB-an"
356,49932,1:1:49932:5,2ec69de7-e3c0-4962-a4e2-02a593599f3c,IIIE iron meteorite,7,rock,An iron group meteorite of chemical group IIIE.,49919,49961,1,,"Iron, IIIE"
357,49933,1:1:49933:4,5ca9578f-f5e7-4dff-9696-38996f4c179c,Anomalous IIIE iron meteorite,7,rock,An IIIE iron meteorite with anomalous properties.,49932,0,0,,"Iron, IIIE-an"
358,49934,1:1:49934:3,952e7d7a-1bfd-44dd-8802-1deb34d76af8,IIIF iron meteorite,7,rock,An iron group meteorite of chemical group IIIF.,49919,49961,1,,"Iron, IIIF"
359,49935,1:1:49935:2,b97ddf32-93b2-4dfa-b664-5ae84f0aae23,IVA iron meteorite,7,rock,An iron group meteorite of chemical group IVA.,49919,49961,1,,"Iron, IVA"
360,49936,1:1:49936:1,cce2b356-52be-4bdb-a4a5-642d0889d53b,Anomalous IVA iron meteorite,7,rock,An IVA iron meteorite with anomalous properties.,49935,0,0,,"Iron, IVA-an"
361,49937,1:1:49937:0,77a222ef-0b68-4df8-87ea-ee2971792b10,IVB iron meteorite,7,rock,An iron group meteorite of chemical group IVB.,49919,49961,1,,"Iron, IVB"
362,49938,1:1:49938:9,7b6606ff-2a54-42cc-8771-71e5f0df91db,Martian achrondite meteorite,7,rock,A class of achronditic Martian meteorites.,50269,0,1,,Martian
363,49939,1:1:49939:8,3a904449-9db3-44d3-95ee-e9eebba3fa27,Shergottite meteorite,7,rock,A class of Martian meteorites comprising basalt and gabbro formed from subalkaline magmas.,49938,0,1,,Martian (shergottite)
364,49945,1:1:49945:9,e6fab993-759a-4ed5-9224-14f5dd5201ff,Nakhlite meteorite,7,rock,A clinopyroxenite composition Martian meteorite.,49938,0,1,,Martian (nakhlite)
365,49947,1:1:49947:7,f47c1f7b-29ba-46f9-b05e-67cf19c89202,Chassignite meteorite,7,rock,A dunite composition Martian meteorite.,49938,48408,1,,Martian (chassignite)
366,49950,1:1:49950:1,978e8e25-b66d-4b0d-8809-e61d97c93777,Anorthositic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily anorthositic.,50275,0,1,,Lunar (anorth)
367,49951,1:1:49951:0,6cd27a86-cee6-4ce1-8512-32de2c3322ca,Basaltic breccia Lunar meteorite,7,rock,A lunar achondrite meteorite that is a breccia of primarily basaltic lithologies.,49955,0,1,,Lunar (bas. breccia)
368,49952,1:1:49952:9,062fab5b-768e-461c-9195-c15e9113ca8c,Basaltic and anorthositic Lunar meteorite,7,rock,A lunar achondrite meteorite that has both basaltic and anorthositic lithologies.,49955,0,1,,Lunar (bas/anor)
369,49953,1:1:49953:8,7c4e3dfb-d331-4731-808a-489935bee85b,Basaltic and gabbroic breccia Lunar meteorite,7,rock,A lunar achondrite meteorite that is a breccia of both basaltic and gabbroic lithologies.,49951,0,1,,Lunar (bas/gab brec)
370,49954,1:1:49954:7,27b42bee-6c8a-4969-987c-f0da316aaeca,Feldspathic breccia Lunar meteorite,7,rock,A lunar achondrite meteorite that is a breccia of primarily feldspathic lithologies.,50275,0,1,,Lunar (feldsp. breccia)
371,49955,1:1:49955:6,03b32744-29ca-4702-9ee4-bfa43a3e13ef,Basaltic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily basaltic.,50275,0,1,,Lunar (basalt)
372,49956,1:1:49956:5,96bbd174-9ca5-49c5-846a-c5d3e4dcc004,Gabbroic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily gabbroic.,50275,0,1,,Lunar (gabbro)
373,49957,1:1:49957:4,6fb24188-8a42-4e37-a49d-1c4b3f94bcf5,Noritic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily noritic.,50275,0,1,,Lunar (norite)
374,49958,1:1:49958:3,8b762edc-3f81-49d2-909f-fbbed2799346,Olivine-bearing gabbroic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily an olivine-bearing gabbro.,49956,0,1,,Lunar (olivine gabbro)
375,49959,1:1:49959:2,0409a6f4-4820-46ea-9b68-60541d64c351,Trocolitic anorthositic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily made up of troctolitic anorthosite.,49950,0,1,,Lunar (troct. anorth.)
376,49960,1:1:49960:8,e1b31fb3-fa01-44b8-a385-8daab584a987,Iron meteorite,7,rock,Meteorites composed primarily of meteoritic iron - this is an alternative classification category.,49514,0,1,,Iron
377,50275,1:1:50275:3,5517bf65-d88b-49b0-a9ed-93e17744c7c1,Lunar achondrite meteorite,7,rock,,50269,0,1,,Lunar
378,50444,1:1:50444:1,0b72ea3f-0fcf-4b40-a744-243d37c28d9d,CM1-2 chondrite meteorite,7,rock,A CM chondrite that is a breccia containing materials of petrologic type 1 and 2.,49553,49557,0,,CM1-2
379,50445,1:1:50445:0,ec0d255d-cb78-4b90-afae-ee9a66caedb5,H/L3 chondrite meteorite,7,rock,An H chondrite or L chondrite that is of petrological type 3.,49585,49649,0,,H/L3
380,50446,1:1:50446:9,86d625ac-7bb3-4416-a875-228cbd45f055,H3-4 chondrite meteorite,7,rock,An H chondrite that is a breccia of components ranging from petrologic type 3 to type 4.,49585,49606,0,,H3-4
381,50447,1:1:50447:8,f27efe15-9952-4893-bcac-3342950f52aa,H/L4-5 chondrite meteorite,7,rock,An H chondrite or L chondrite that is a breccia of petrological type 4 and 5 components.,49609,49617,0,,H/L4-5
382,50448,1:1:50448:7,6324bd2f-5fd7-4664-b7f9-d8a8de4a59f0,H4-5 chondrite meteorite,7,rock,An H chondrite that is a breccia of petrological type 4 and 5 components.,49606,0,0,,H4-5
383,50449,1:1:50449:6,eea90411-b766-4b39-b71a-c02db5e23573,H/L6 chondrite meteorite,7,rock,An H chondrite or L chondrite that is of petrological type 6.,49619,49710,0,,H/L6
384,50450,1:1:50450:2,9c3d523f-fbdc-4779-924f-71fcbaa2f477,L3.4 chondrite meteorite,7,rock,An L chondrite that is petrologic type 3.4.,49649,0,0,,L3.4
385,50451,1:1:50451:1,6d1a011e-6dcf-41e4-99d9-be3ec8056996,L3/4 chondrite meteorite,7,rock,An L chondrite that is petrologic type 3 to 4.,49649,49695,0,,L3/4
386,50452,1:1:50452:0,3492fab8-1f27-4dab-b892-498394b6de9a,L(LL)3 chondrite meteorite,7,rock,"An L chondrite (or less likely, an LL chondrite) that is of petrologic type 3.",49649,49746,0,,L(LL)3
387,50453,1:1:50453:9,78c13869-6c8a-4926-9c2f-b763ba049430,L/LL3 chondrite meteorite,7,rock,An L chondrite or LL chondrite that is of petrological type 3.,49649,49746,0,,L/LL3
388,50454,1:1:50454:8,f92bbba8-2f1f-4679-b94e-71513f5dff67,L/LL3.1 chondrite meteorite,7,rock,An L chondrite or LL chondrite that is of petrological type 3.1.,49683,0,0,,L/LL3.10
389,50455,1:1:50455:7,adb247df-be5d-4c36-bff1-611447655f33,L/LL3.2 chondrite meteorite,7,rock,An L chondrite or LL chondrite that is of petrological type 3.2.,50453,0,0,,L/LL3.2
390,50456,1:1:50456:6,14e7f599-3778-429a-89cb-cf2e7a6d79ec,L4-5 chondrite meteorite,7,rock,An L chondrite that is a breccia of petrological types 4 to 5.,49695,49702,0,,L4-5
391,50457,1:1:50457:5,cc79b136-16dc-448f-96f5-5a6dc3be76ae,L(LL)5 chondrite meteorite,7,rock,"An L chondrite (or less likely, an LL chondrite) that is of petrologic type 5.",49702,49772,0,,L(LL)5
392,50458,1:1:50458:4,ac663c3a-435b-4247-a72e-87171095b730,L/LL5-6 chondrite meteorite,7,rock,"An L chondrite (or less likely, an LL chondrite) that is a breccia of components ranging from petrologic type 5 to 6.",49703,50459,0,,L/LL5-6
393,50459,1:1:50459:3,416b7682-f783-4fa1-94ab-a12ac93a992e,L(LL)6 chondrite meteorite,7,rock,"An L chondrite (or less likely, an LL chondrite) that is of petrologic type 6.",49710,49776,0,,L(LL)6
394,50460,1:1:50460:9,f32eb394-db41-4e08-ac92-2e491d8c3884,LL3-4 chondrite meteorite,7,rock,An LL chondrite that is a breccia of petrological types 3 to 4.,49746,49768,0,,LL3-4
